optimizer,validation_split,lstm_units,learning_rate,batch_size,epochs,rmse
RMSprop,0.1,190.0,0.001,128.0,210.0,75.75980377197266
RMSprop,0.1,190.0,0.01,128.0,210.0,85.8814697265625
RMSprop,0.1,180.0,0.0001,128.0,210.0,81.64823150634766
RMSprop,0.1,180.0,0.001,128.0,210.0,74.50797271728516
RMSprop,0.1,180.0,0.01,128.0,210.0,94.93218994140624
RMSprop,0.1,170.0,0.0001,128.0,210.0,85.85767364501953
RMSprop,0.1,170.0,0.001,128.0,210.0,74.42444610595703
RMSprop,0.1,170.0,0.01,128.0,210.0,105.6383056640625
RMSprop,0.1,160.0,0.0001,128.0,210.0,82.27278900146484
RMSprop,0.1,160.0,0.001,128.0,210.0,73.31562805175781
RMSprop,0.1,160.0,0.01,128.0,210.0,87.31417846679688
RMSprop,0.1,150.0,0.0001,128.0,210.0,83.25032806396484
RMSprop,0.1,150.0,0.001,128.0,210.0,73.59612274169922
RMSprop,0.1,150.0,0.01,128.0,210.0,80.44078063964844
RMSprop,0.1,140.0,0.0001,128.0,210.0,84.02130126953125
RMSprop,0.1,140.0,0.001,128.0,210.0,72.10737609863281
RMSprop,0.1,140.0,0.01,128.0,210.0,79.89054107666016
RMSprop,0.1,130.0,0.0001,128.0,210.0,86.69417572021484
RMSprop,0.1,130.0,0.001,128.0,210.0,72.70883178710938
RMSprop,0.1,130.0,0.01,128.0,210.0,73.86317443847656
RMSprop,0.1,120.0,0.0001,128.0,210.0,85.09199523925781
RMSprop,0.1,120.0,0.001,128.0,210.0,71.64138793945312
RMSprop,0.1,120.0,0.01,128.0,210.0,77.51409912109375
RMSprop,0.1,110.0,0.0001,128.0,210.0,87.50157165527344
RMSprop,0.1,110.0,0.001,128.0,210.0,71.32746887207031
RMSprop,0.1,110.0,0.01,128.0,210.0,70.39938354492188
RMSprop,0.1,100.0,0.0001,128.0,210.0,85.66045379638672
RMSprop,0.1,100.0,0.001,128.0,210.0,70.85466766357422
RMSprop,0.1,100.0,0.01,128.0,210.0,69.833984375
RMSprop,0.1,90.0,0.0001,128.0,210.0,89.39161682128906
RMSprop,0.1,90.0,0.001,128.0,210.0,70.96065521240234
RMSprop,0.1,90.0,0.01,128.0,210.0,68.67349243164062
RMSprop,0.1,80.0,0.0001,128.0,210.0,87.78042602539062
RMSprop,0.1,80.0,0.001,128.0,210.0,73.24800872802734
RMSprop,0.1,80.0,0.01,128.0,210.0,66.16200256347656
RMSprop,0.1,70.0,0.0001,128.0,210.0,90.7981948852539
RMSprop,0.1,70.0,0.001,128.0,210.0,71.82476806640625
RMSprop,0.1,70.0,0.01,128.0,210.0,69.29888916015625
RMSprop,0.1,60.0,0.0001,128.0,210.0,93.35388946533205
RMSprop,0.1,60.0,0.001,128.0,210.0,71.9295425415039
RMSprop,0.1,60.0,0.01,128.0,210.0,70.78748321533203
RMSprop,0.1,50.0,0.0001,128.0,210.0,101.0048599243164
RMSprop,0.1,50.0,0.001,128.0,210.0,71.98860931396484
RMSprop,0.1,50.0,0.01,128.0,210.0,69.13775634765625
RMSprop,0.1,40.0,0.0001,128.0,210.0,96.48929595947266
RMSprop,0.1,40.0,0.001,128.0,210.0,71.14307403564453
RMSprop,0.1,40.0,0.01,128.0,210.0,65.90922546386719
RMSprop,0.1,30.0,0.0001,128.0,210.0,96.01889038085938
RMSprop,0.1,30.0,0.001,128.0,210.0,71.70426940917969
RMSprop,0.1,30.0,0.01,128.0,210.0,66.1729736328125
RMSprop,0.1,20.0,0.0001,128.0,210.0,105.82450103759766
RMSprop,0.1,20.0,0.001,128.0,210.0,69.93701934814453
RMSprop,0.1,20.0,0.01,128.0,210.0,66.0501708984375
RMSprop,0.1,10.0,0.001,128.0,210.0,70.53662109375
RMSprop,0.1,10.0,0.0001,128.0,210.0,122.5125961303711
RMSprop,0.1,10.0,0.01,128.0,210.0,64.66416931152344
RMSprop,0.1,190.0,0.0001,96.0,210.0,76.65093994140625
RMSprop,0.1,190.0,0.001,96.0,210.0,67.4780502319336
RMSprop,0.1,190.0,0.01,96.0,210.0,66.95863342285156
RMSprop,0.1,180.0,0.0001,96.0,210.0,76.68479919433594
RMSprop,0.1,180.0,0.001,96.0,210.0,67.50172424316406
RMSprop,0.1,170.0,0.0001,96.0,210.0,76.34087371826172
RMSprop,0.1,180.0,0.01,96.0,210.0,62.28208541870117
RMSprop,0.1,170.0,0.001,96.0,210.0,67.28480529785156
RMSprop,0.1,170.0,0.01,96.0,210.0,68.9565200805664
RMSprop,0.1,160.0,0.0001,96.0,210.0,75.50931549072266
RMSprop,0.1,160.0,0.001,96.0,210.0,67.18379211425781
RMSprop,0.1,160.0,0.01,96.0,210.0,66.6067123413086
RMSprop,0.1,150.0,0.0001,96.0,210.0,76.47200012207031
RMSprop,0.1,150.0,0.001,96.0,210.0,67.31640625
RMSprop,0.1,140.0,0.0001,96.0,210.0,75.83415222167969
RMSprop,0.1,150.0,0.01,96.0,210.0,62.86817932128906
RMSprop,0.1,140.0,0.001,96.0,210.0,74.38751220703125
RMSprop,0.1,140.0,0.01,96.0,210.0,67.5455322265625
RMSprop,0.1,130.0,0.0001,96.0,210.0,76.90260314941406
RMSprop,0.1,130.0,0.001,96.0,210.0,72.01253509521484
RMSprop,0.1,130.0,0.01,96.0,210.0,64.96693420410156
RMSprop,0.1,120.0,0.0001,96.0,210.0,77.32264709472656
RMSprop,0.1,120.0,0.001,96.0,210.0,73.4131088256836
RMSprop,0.1,120.0,0.01,96.0,210.0,65.7768325805664
RMSprop,0.1,110.0,0.0001,96.0,210.0,80.34652709960938
RMSprop,0.1,110.0,0.001,96.0,210.0,81.4641342163086
RMSprop,0.1,110.0,0.01,96.0,210.0,66.34304809570312
RMSprop,0.1,100.0,0.0001,96.0,210.0,80.11006164550781
RMSprop,0.1,100.0,0.001,96.0,210.0,70.8979721069336
RMSprop,0.1,100.0,0.01,96.0,210.0,68.19745635986328
RMSprop,0.1,90.0,0.0001,96.0,210.0,85.41561889648438
RMSprop,0.1,90.0,0.001,96.0,210.0,71.44805145263672
RMSprop,0.1,90.0,0.01,96.0,210.0,58.978736877441406
RMSprop,0.1,80.0,0.0001,96.0,210.0,82.86782836914062
RMSprop,0.1,80.0,0.001,96.0,210.0,72.78085327148438
RMSprop,0.1,80.0,0.01,96.0,210.0,62.72822189331055
RMSprop,0.1,70.0,0.0001,96.0,210.0,87.05945587158203
RMSprop,0.1,70.0,0.001,96.0,210.0,68.72412872314453
RMSprop,0.1,70.0,0.01,96.0,210.0,58.93073654174805
RMSprop,0.1,60.0,0.0001,96.0,210.0,85.84466552734375
RMSprop,0.1,60.0,0.001,96.0,210.0,68.29749298095703
RMSprop,0.1,60.0,0.01,96.0,210.0,57.55510330200195
RMSprop,0.1,50.0,0.0001,96.0,210.0,86.76042175292969
RMSprop,0.1,50.0,0.001,96.0,210.0,68.16239166259766
RMSprop,0.1,50.0,0.01,96.0,210.0,77.35472106933594
RMSprop,0.1,40.0,0.001,96.0,210.0,69.08121490478516
RMSprop,0.1,40.0,0.0001,96.0,210.0,86.55859375
RMSprop,0.1,40.0,0.01,96.0,210.0,70.49882507324219
RMSprop,0.1,30.0,0.0001,96.0,210.0,94.42787170410156
RMSprop,0.1,30.0,0.001,96.0,210.0,68.98548889160156
RMSprop,0.1,30.0,0.01,96.0,210.0,62.90103530883789
RMSprop,0.1,20.0,0.0001,96.0,210.0,120.19415283203124
RMSprop,0.1,20.0,0.001,96.0,210.0,69.97254180908203
RMSprop,0.1,10.0,0.001,96.0,210.0,71.5759048461914
RMSprop,0.1,20.0,0.01,96.0,210.0,76.43853759765625
RMSprop,0.1,10.0,0.0001,96.0,210.0,135.27346801757812
RMSprop,0.1,10.0,0.01,96.0,210.0,75.27392578125
RMSprop,0.1,190.0,0.0001,64.0,210.0,73.73499298095703
RMSprop,0.1,190.0,0.001,64.0,210.0,68.62959289550781
RMSprop,0.1,190.0,0.01,64.0,210.0,58.92421722412109
RMSprop,0.1,180.0,0.0001,64.0,210.0,70.60212707519531
RMSprop,0.1,180.0,0.001,64.0,210.0,73.0335464477539
RMSprop,0.1,180.0,0.01,64.0,210.0,58.988407135009766
RMSprop,0.1,170.0,0.0001,64.0,210.0,70.11556243896484
RMSprop,0.1,170.0,0.001,64.0,210.0,75.2293930053711
RMSprop,0.1,170.0,0.01,64.0,210.0,58.05841445922852
RMSprop,0.1,160.0,0.0001,64.0,210.0,70.33331298828125
RMSprop,0.1,160.0,0.001,64.0,210.0,74.6702651977539
RMSprop,0.1,160.0,0.01,64.0,210.0,58.43531799316406
RMSprop,0.1,150.0,0.0001,64.0,210.0,70.983642578125
RMSprop,0.1,150.0,0.001,64.0,210.0,75.25113677978516
RMSprop,0.1,150.0,0.01,64.0,210.0,57.14755630493164
RMSprop,0.1,140.0,0.0001,64.0,210.0,72.92565155029297
RMSprop,0.1,140.0,0.001,64.0,210.0,81.544189453125
RMSprop,0.1,140.0,0.01,64.0,210.0,57.79520797729492
RMSprop,0.1,130.0,0.0001,64.0,210.0,71.68896484375
RMSprop,0.1,130.0,0.001,64.0,210.0,72.66452026367188
RMSprop,0.1,130.0,0.01,64.0,210.0,58.537841796875
RMSprop,0.1,120.0,0.0001,64.0,210.0,72.27582550048828
RMSprop,0.1,120.0,0.001,64.0,210.0,76.3466567993164
RMSprop,0.1,120.0,0.01,64.0,210.0,59.78483200073242
RMSprop,0.1,110.0,0.0001,64.0,210.0,72.91801452636719
RMSprop,0.1,110.0,0.001,64.0,210.0,78.66590881347656
RMSprop,0.1,110.0,0.01,64.0,210.0,60.969764709472656
RMSprop,0.1,100.0,0.0001,64.0,210.0,72.88094329833984
RMSprop,0.1,100.0,0.001,64.0,210.0,71.29663848876953
RMSprop,0.1,100.0,0.01,64.0,210.0,57.26846694946289
RMSprop,0.1,90.0,0.0001,64.0,210.0,73.1457748413086
RMSprop,0.1,90.0,0.001,64.0,210.0,80.23944854736328
RMSprop,0.1,90.0,0.01,64.0,210.0,72.43433380126953
RMSprop,0.1,80.0,0.0001,64.0,210.0,75.92107391357422
RMSprop,0.1,80.0,0.001,64.0,210.0,80.15287780761719
RMSprop,0.1,80.0,0.01,64.0,210.0,52.34313583374024
RMSprop,0.1,70.0,0.0001,64.0,210.0,72.88524627685547
RMSprop,0.1,70.0,0.001,64.0,210.0,68.61825561523438
RMSprop,0.1,70.0,0.01,64.0,210.0,56.695777893066406
RMSprop,0.1,60.0,0.0001,64.0,210.0,76.56973266601562
RMSprop,0.1,60.0,0.001,64.0,210.0,68.63723754882812
RMSprop,0.1,60.0,0.01,64.0,210.0,57.25806427001953
RMSprop,0.1,50.0,0.0001,64.0,210.0,83.50776672363281
RMSprop,0.1,50.0,0.001,64.0,210.0,78.60401916503906
RMSprop,0.1,50.0,0.01,64.0,210.0,53.32591247558594
RMSprop,0.1,40.0,0.0001,64.0,210.0,82.4737319946289
RMSprop,0.1,40.0,0.001,64.0,210.0,71.25773620605469
RMSprop,0.1,40.0,0.01,64.0,210.0,54.26862716674805
RMSprop,0.1,30.0,0.0001,64.0,210.0,94.05522918701172
RMSprop,0.1,30.0,0.001,64.0,210.0,76.2625961303711
RMSprop,0.1,30.0,0.01,64.0,210.0,56.49818420410156
RMSprop,0.1,20.0,0.0001,64.0,210.0,89.04539489746094
RMSprop,0.1,20.0,0.001,64.0,210.0,70.63333129882812
RMSprop,0.1,20.0,0.01,64.0,210.0,57.054229736328125
RMSprop,0.1,10.0,0.0001,64.0,210.0,119.51740264892578
RMSprop,0.1,10.0,0.001,64.0,210.0,72.61674499511719
RMSprop,0.1,10.0,0.01,64.0,210.0,59.29114532470703
RMSprop,0.1,190.0,0.0001,32.0,210.0,78.864501953125
RMSprop,0.1,190.0,0.001,32.0,210.0,77.27583312988281
RMSprop,0.1,190.0,0.01,32.0,210.0,57.00301361083984
RMSprop,0.1,180.0,0.0001,32.0,210.0,79.0469970703125
RMSprop,0.1,180.0,0.001,32.0,210.0,77.67325592041016
RMSprop,0.1,180.0,0.01,32.0,210.0,57.56172561645508
RMSprop,0.1,170.0,0.0001,32.0,210.0,78.85926818847656
RMSprop,0.1,170.0,0.001,32.0,210.0,77.86993408203125
RMSprop,0.1,170.0,0.01,32.0,210.0,56.66033554077149
RMSprop,0.1,160.0,0.0001,32.0,210.0,78.08004760742188
RMSprop,0.1,160.0,0.001,32.0,210.0,79.72782897949219
RMSprop,0.1,160.0,0.01,32.0,210.0,64.14371490478516
RMSprop,0.1,150.0,0.0001,32.0,210.0,77.41205596923828
RMSprop,0.1,150.0,0.001,32.0,210.0,78.4239501953125
RMSprop,0.1,150.0,0.01,32.0,210.0,58.58338165283203
RMSprop,0.1,140.0,0.0001,32.0,210.0,76.78268432617188
RMSprop,0.1,140.0,0.001,32.0,210.0,77.39285278320312
RMSprop,0.1,140.0,0.01,32.0,210.0,60.70935821533203
RMSprop,0.1,130.0,0.0001,32.0,210.0,75.92799377441406
RMSprop,0.1,130.0,0.001,32.0,210.0,76.4306640625
RMSprop,0.1,130.0,0.01,32.0,210.0,58.89588165283203
RMSprop,0.1,120.0,0.0001,32.0,210.0,75.26475524902344
RMSprop,0.1,120.0,0.001,32.0,210.0,77.87506866455078
RMSprop,0.1,120.0,0.01,32.0,210.0,60.566524505615234
RMSprop,0.1,110.0,0.0001,32.0,210.0,74.60650634765625
RMSprop,0.1,110.0,0.001,32.0,210.0,76.47406005859375
RMSprop,0.1,110.0,0.01,32.0,210.0,57.91325759887695
RMSprop,0.1,100.0,0.0001,32.0,210.0,73.57697296142578
RMSprop,0.1,100.0,0.001,32.0,210.0,77.87358093261719
RMSprop,0.1,100.0,0.01,32.0,210.0,62.70196533203125
RMSprop,0.1,90.0,0.0001,32.0,210.0,73.01342010498047
RMSprop,0.1,90.0,0.001,32.0,210.0,77.39659118652344
RMSprop,0.1,90.0,0.01,32.0,210.0,61.3465576171875
RMSprop,0.1,80.0,0.0001,32.0,210.0,73.15321350097656
RMSprop,0.1,80.0,0.001,32.0,210.0,67.71931457519531
RMSprop,0.1,80.0,0.01,32.0,210.0,57.28224182128906
RMSprop,0.1,70.0,0.0001,32.0,210.0,72.62220764160156
RMSprop,0.1,70.0,0.001,32.0,210.0,70.51983642578125
RMSprop,0.1,70.0,0.01,32.0,210.0,60.95737075805664
RMSprop,0.1,60.0,0.0001,32.0,210.0,71.98284912109375
RMSprop,0.1,60.0,0.001,32.0,210.0,67.47762298583984
RMSprop,0.1,60.0,0.01,32.0,210.0,61.48822021484375
RMSprop,0.1,50.0,0.0001,32.0,210.0,71.74913787841797
RMSprop,0.1,50.0,0.001,32.0,210.0,87.44249725341797
RMSprop,0.1,50.0,0.01,32.0,210.0,72.15320587158203
RMSprop,0.1,40.0,0.0001,32.0,210.0,72.95731353759766
RMSprop,0.1,40.0,0.01,32.0,210.0,59.92495727539063
RMSprop,0.1,40.0,0.001,32.0,210.0,78.13520050048828
RMSprop,0.1,30.0,0.0001,32.0,210.0,76.33724212646484
RMSprop,0.1,30.0,0.001,32.0,210.0,77.15789794921875
RMSprop,0.1,30.0,0.01,32.0,210.0,57.855567932128906
RMSprop,0.1,20.0,0.0001,32.0,210.0,78.77262115478516
RMSprop,0.1,20.0,0.001,32.0,210.0,74.76690673828125
RMSprop,0.1,20.0,0.01,32.0,210.0,57.35000991821289
RMSprop,0.1,10.0,0.0001,32.0,210.0,83.55037689208984
RMSprop,0.1,10.0,0.001,32.0,210.0,71.84193420410156
RMSprop,0.1,10.0,0.01,32.0,210.0,60.84914016723633
RMSprop,0.1,190.0,0.0001,160.0,190.0,86.7984390258789
RMSprop,0.1,190.0,0.001,160.0,190.0,74.33457946777344
RMSprop,0.1,190.0,0.01,160.0,190.0,87.37344360351562
RMSprop,0.1,180.0,0.0001,160.0,190.0,84.4069595336914
RMSprop,0.1,180.0,0.001,160.0,190.0,73.4095687866211
RMSprop,0.1,170.0,0.0001,160.0,190.0,84.75575256347656
RMSprop,0.1,180.0,0.01,160.0,190.0,66.22710418701172
RMSprop,0.1,170.0,0.001,160.0,190.0,77.59832000732422
RMSprop,0.1,170.0,0.01,160.0,190.0,80.20709991455078
RMSprop,0.1,160.0,0.0001,160.0,190.0,85.7467041015625
RMSprop,0.1,160.0,0.001,160.0,190.0,72.53890991210938
RMSprop,0.1,160.0,0.01,160.0,190.0,81.35472106933594
RMSprop,0.1,150.0,0.0001,160.0,190.0,85.70756530761719
RMSprop,0.1,150.0,0.001,160.0,190.0,73.57095336914062
RMSprop,0.1,150.0,0.01,160.0,190.0,78.28943634033203
RMSprop,0.1,140.0,0.0001,160.0,190.0,85.47069549560547
RMSprop,0.1,140.0,0.001,160.0,190.0,72.63542175292969
RMSprop,0.1,140.0,0.01,160.0,190.0,75.44904327392578
RMSprop,0.1,130.0,0.0001,160.0,190.0,87.27447509765625
RMSprop,0.1,130.0,0.001,160.0,190.0,72.50017547607422
RMSprop,0.1,130.0,0.01,160.0,190.0,66.36360168457031
RMSprop,0.1,120.0,0.0001,160.0,190.0,90.06370544433594
RMSprop,0.1,120.0,0.001,160.0,190.0,73.3912124633789
RMSprop,0.1,120.0,0.01,160.0,190.0,62.097904205322266
RMSprop,0.1,110.0,0.0001,160.0,190.0,87.403564453125
RMSprop,0.1,110.0,0.001,160.0,190.0,72.11227416992188
RMSprop,0.1,110.0,0.01,160.0,190.0,67.37535095214844
RMSprop,0.1,100.0,0.0001,160.0,190.0,92.443603515625
RMSprop,0.1,100.0,0.001,160.0,190.0,72.93123626708984
RMSprop,0.1,100.0,0.01,160.0,190.0,67.30513763427734
RMSprop,0.1,90.0,0.0001,160.0,190.0,88.80191040039062
RMSprop,0.1,90.0,0.001,160.0,190.0,72.57056427001953
RMSprop,0.1,90.0,0.01,160.0,190.0,64.93546295166016
RMSprop,0.1,80.0,0.0001,160.0,190.0,94.82860565185548
RMSprop,0.1,80.0,0.001,160.0,190.0,72.7278823852539
RMSprop,0.1,80.0,0.01,160.0,190.0,63.25994873046875
RMSprop,0.1,70.0,0.0001,160.0,190.0,92.15943908691406
RMSprop,0.1,70.0,0.001,160.0,190.0,73.15150451660156
RMSprop,0.1,70.0,0.01,160.0,190.0,66.97491455078125
RMSprop,0.1,60.0,0.0001,160.0,190.0,98.07212829589844
RMSprop,0.1,50.0,0.0001,160.0,190.0,95.50243377685548
RMSprop,0.1,60.0,0.001,160.0,190.0,68.40785217285156
RMSprop,0.1,60.0,0.01,160.0,190.0,62.18838882446289
RMSprop,0.1,50.0,0.001,160.0,190.0,68.07008361816406
RMSprop,0.1,50.0,0.01,160.0,190.0,67.37788391113281
RMSprop,0.1,40.0,0.0001,160.0,190.0,99.91102600097656
RMSprop,0.1,40.0,0.001,160.0,190.0,68.64698791503906
RMSprop,0.1,40.0,0.01,160.0,190.0,63.05728530883789
RMSprop,0.1,30.0,0.0001,160.0,190.0,98.99903106689452
RMSprop,0.1,30.0,0.001,160.0,190.0,69.32350158691406
RMSprop,0.1,30.0,0.01,160.0,190.0,67.14197540283203
RMSprop,0.1,20.0,0.0001,160.0,190.0,118.76905822753906
RMSprop,0.1,20.0,0.001,160.0,190.0,70.06573486328125
RMSprop,0.1,20.0,0.01,160.0,190.0,62.81118774414063
RMSprop,0.1,10.0,0.0001,160.0,190.0,132.6929168701172
RMSprop,0.1,10.0,0.001,160.0,190.0,69.5640640258789
RMSprop,0.1,10.0,0.01,160.0,190.0,63.14492034912109
RMSprop,0.1,190.0,0.0001,128.0,190.0,85.4538803100586
RMSprop,0.1,190.0,0.001,128.0,190.0,74.5904541015625
RMSprop,0.1,190.0,0.01,128.0,190.0,66.38096618652344
RMSprop,0.1,180.0,0.0001,128.0,190.0,84.20874786376953
RMSprop,0.1,180.0,0.001,128.0,190.0,74.60818481445312
RMSprop,0.1,180.0,0.01,128.0,190.0,65.58206176757812
RMSprop,0.1,170.0,0.0001,128.0,190.0,86.09681701660156
RMSprop,0.1,170.0,0.001,128.0,190.0,71.22260284423828
RMSprop,0.1,170.0,0.01,128.0,190.0,62.25730895996094
RMSprop,0.1,160.0,0.0001,128.0,190.0,83.23426055908203
RMSprop,0.1,160.0,0.001,128.0,190.0,70.81763458251953
RMSprop,0.1,160.0,0.01,128.0,190.0,83.11772918701172
RMSprop,0.1,150.0,0.0001,128.0,190.0,87.96907806396484
RMSprop,0.1,150.0,0.001,128.0,190.0,69.58267974853516
RMSprop,0.1,150.0,0.01,128.0,190.0,84.07652282714844
RMSprop,0.1,140.0,0.0001,128.0,190.0,86.17919921875
RMSprop,0.1,140.0,0.001,128.0,190.0,68.93108367919922
RMSprop,0.1,140.0,0.01,128.0,190.0,83.49597930908203
RMSprop,0.1,130.0,0.0001,128.0,190.0,86.8416976928711
RMSprop,0.1,130.0,0.001,128.0,190.0,69.51481628417969
RMSprop,0.1,130.0,0.01,128.0,190.0,80.67357635498047
RMSprop,0.1,120.0,0.0001,128.0,190.0,87.13653564453125
RMSprop,0.1,120.0,0.001,128.0,190.0,68.52471923828125
RMSprop,0.1,120.0,0.01,128.0,190.0,82.91726684570312
RMSprop,0.1,110.0,0.0001,128.0,190.0,88.17082977294922
RMSprop,0.1,110.0,0.001,128.0,190.0,68.72606658935547
RMSprop,0.1,110.0,0.01,128.0,190.0,82.0633773803711
RMSprop,0.1,100.0,0.0001,128.0,190.0,86.68840026855469
RMSprop,0.1,100.0,0.001,128.0,190.0,67.72818756103516
RMSprop,0.1,100.0,0.01,128.0,190.0,83.79755401611328
RMSprop,0.1,90.0,0.0001,128.0,190.0,91.8975601196289
RMSprop,0.1,90.0,0.001,128.0,190.0,67.87924194335938
RMSprop,0.1,90.0,0.01,128.0,190.0,68.8071060180664
RMSprop,0.1,80.0,0.0001,128.0,190.0,89.71052551269531
RMSprop,0.1,80.0,0.001,128.0,190.0,68.60323333740234
RMSprop,0.1,80.0,0.01,128.0,190.0,72.3576889038086
RMSprop,0.1,70.0,0.0001,128.0,190.0,98.87020111083984
RMSprop,0.1,70.0,0.001,128.0,190.0,67.80624389648438
RMSprop,0.1,70.0,0.01,128.0,190.0,69.47328186035156
RMSprop,0.1,60.0,0.0001,128.0,190.0,95.6900863647461
RMSprop,0.1,60.0,0.01,128.0,190.0,69.38371276855469
RMSprop,0.1,60.0,0.001,128.0,190.0,68.64559173583984
RMSprop,0.1,50.0,0.0001,128.0,190.0,100.8948974609375
RMSprop,0.1,50.0,0.001,128.0,190.0,68.3803939819336
RMSprop,0.1,50.0,0.01,128.0,190.0,63.88958358764648
RMSprop,0.1,40.0,0.0001,128.0,190.0,117.16921997070312
RMSprop,0.1,40.0,0.001,128.0,190.0,69.83305358886719
RMSprop,0.1,40.0,0.01,128.0,190.0,81.79380798339844
RMSprop,0.1,30.0,0.0001,128.0,190.0,107.10653686523438
RMSprop,0.1,30.0,0.001,128.0,190.0,68.75654602050781
RMSprop,0.1,30.0,0.01,128.0,190.0,61.51249694824219
RMSprop,0.1,20.0,0.0001,128.0,190.0,109.70449829101562
RMSprop,0.1,20.0,0.001,128.0,190.0,69.81712341308594
RMSprop,0.1,20.0,0.01,128.0,190.0,77.01300811767578
RMSprop,0.1,10.0,0.0001,128.0,190.0,124.31333923339844
RMSprop,0.1,10.0,0.001,128.0,190.0,74.02347564697266
RMSprop,0.1,10.0,0.01,128.0,190.0,75.72368621826172
RMSprop,0.1,190.0,0.0001,96.0,190.0,78.26494598388672
RMSprop,0.1,190.0,0.001,96.0,190.0,81.07506561279297
RMSprop,0.1,190.0,0.01,96.0,190.0,66.60028839111328
RMSprop,0.1,180.0,0.0001,96.0,190.0,78.62648010253906
RMSprop,0.1,180.0,0.001,96.0,190.0,81.89381408691406
RMSprop,0.1,180.0,0.01,96.0,190.0,74.80738830566406
RMSprop,0.1,170.0,0.0001,96.0,190.0,78.31104278564453
RMSprop,0.1,170.0,0.001,96.0,190.0,83.19886779785156
RMSprop,0.1,170.0,0.01,96.0,190.0,64.81344604492188
RMSprop,0.1,160.0,0.0001,96.0,190.0,78.45256805419922
RMSprop,0.1,160.0,0.001,96.0,190.0,83.2755355834961
RMSprop,0.1,160.0,0.01,96.0,190.0,70.36275482177734
RMSprop,0.1,150.0,0.0001,96.0,190.0,79.22477722167969
RMSprop,0.1,150.0,0.001,96.0,190.0,80.03958129882812
RMSprop,0.1,150.0,0.01,96.0,190.0,63.63885116577149
RMSprop,0.1,140.0,0.0001,96.0,190.0,79.83238220214844
RMSprop,0.1,140.0,0.001,96.0,190.0,77.17154693603516
RMSprop,0.1,140.0,0.01,96.0,190.0,75.26506805419922
RMSprop,0.1,130.0,0.0001,96.0,190.0,80.07367706298828
RMSprop,0.1,130.0,0.001,96.0,190.0,67.7411117553711
RMSprop,0.1,130.0,0.01,96.0,190.0,64.3801498413086
RMSprop,0.1,120.0,0.0001,96.0,190.0,81.15857696533203
RMSprop,0.1,120.0,0.001,96.0,190.0,67.5366439819336
RMSprop,0.1,120.0,0.01,96.0,190.0,63.03990173339844
RMSprop,0.1,110.0,0.0001,96.0,190.0,79.16608428955078
RMSprop,0.1,110.0,0.001,96.0,190.0,67.9606704711914
RMSprop,0.1,110.0,0.01,96.0,190.0,72.52421569824219
RMSprop,0.1,100.0,0.0001,96.0,190.0,83.734130859375
RMSprop,0.1,100.0,0.001,96.0,190.0,67.6556625366211
RMSprop,0.1,100.0,0.01,96.0,190.0,69.65966033935547
RMSprop,0.1,90.0,0.0001,96.0,190.0,87.559814453125
RMSprop,0.1,90.0,0.001,96.0,190.0,67.37852478027344
RMSprop,0.1,90.0,0.01,96.0,190.0,60.11344909667969
RMSprop,0.1,80.0,0.0001,96.0,190.0,83.13239288330078
RMSprop,0.1,80.0,0.001,96.0,190.0,67.45870208740234
RMSprop,0.1,80.0,0.01,96.0,190.0,60.25539016723633
RMSprop,0.1,70.0,0.0001,96.0,190.0,88.09918975830078
RMSprop,0.1,70.0,0.001,96.0,190.0,67.77694702148438
RMSprop,0.1,70.0,0.01,96.0,190.0,59.8076286315918
RMSprop,0.1,60.0,0.0001,96.0,190.0,91.3890609741211
RMSprop,0.1,60.0,0.001,96.0,190.0,67.76724243164062
RMSprop,0.1,60.0,0.01,96.0,190.0,66.11243438720703
RMSprop,0.1,50.0,0.0001,96.0,190.0,87.65499877929688
RMSprop,0.1,50.0,0.001,96.0,190.0,68.63784790039062
RMSprop,0.1,50.0,0.01,96.0,190.0,61.17835998535156
RMSprop,0.1,40.0,0.0001,96.0,190.0,91.94341278076172
RMSprop,0.1,40.0,0.001,96.0,190.0,68.75090789794922
RMSprop,0.1,40.0,0.01,96.0,190.0,62.218994140625
RMSprop,0.1,30.0,0.0001,96.0,190.0,105.3158950805664
RMSprop,0.1,30.0,0.001,96.0,190.0,70.64736938476562
RMSprop,0.1,30.0,0.01,96.0,190.0,61.24631118774414
RMSprop,0.1,20.0,0.0001,96.0,190.0,109.37294006347656
RMSprop,0.1,20.0,0.001,96.0,190.0,72.551513671875
RMSprop,0.1,20.0,0.01,96.0,190.0,61.26504898071289
RMSprop,0.1,10.0,0.0001,96.0,190.0,117.89385986328124
RMSprop,0.1,10.0,0.001,96.0,190.0,70.21566009521484
RMSprop,0.1,10.0,0.01,96.0,190.0,60.329551696777344
RMSprop,0.1,190.0,0.0001,64.0,190.0,72.36329650878906
RMSprop,0.1,190.0,0.001,64.0,190.0,77.54479217529297
RMSprop,0.1,190.0,0.01,64.0,190.0,58.82662582397461
RMSprop,0.1,180.0,0.0001,64.0,190.0,72.33409881591797
RMSprop,0.1,180.0,0.001,64.0,190.0,69.50770568847656
RMSprop,0.1,180.0,0.01,64.0,190.0,58.77827072143555
RMSprop,0.1,170.0,0.0001,64.0,190.0,71.45484924316406
RMSprop,0.1,170.0,0.001,64.0,190.0,83.0207290649414
RMSprop,0.1,170.0,0.01,64.0,190.0,59.831356048583984
